Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
Afdruk,https://www.crunchbase.com/organization/afdruk,Active,,"Advertising, Graphic Design, Interior Design","Bocholt, Limburg, Belgium","Afdruk is a creative agency with services in car wrapping, interior design and advertising by adopting latest trends and technologies.","3,007,631","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2016-11-03,day,,,,,For Profit,http://www.af-druk.com,,https://www.facebook.com/afdrukcarwrap/,,,"Advertising, Design, Real Estate, Sales and Marketing",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
apadua,https://www.crunchbase.com/organization/apadua,Active,,"B2B, Information Technology, Internet, Management Consulting, Project Management, SaaS, Software","Cologne, Nordrhein-Westfalen, Germany","SaaS, B2B, AI, Platform, ProcureTech, Procurement, Professional Services, Market Intelligence, Project Performance Monitoring","85,064","European Union (EU), Europe, Middle East, and Africa (EMEA)",50823,Less than $1M,2016-11-01,day,,,,,For Profit,http://www.apadua.com,,,https://www.linkedin.com/company/15220881,"apadua provides an AI-powered SaaS solution for services procurement. Its five core modules boost productivity and collaboration between buyers and internal customers in the services category: 1. BRIEF enables users to leverage AI to create tender-ready project descriptions in minutes collaboratively. 2. EXPLORE is a comprehensive AI-curated online vendor directory. Here, preferred partners, approved suppliers, and new providers can be found and selected based on their project fit. 3. SOURCE is tailored to the procurement of services, complementing conventional S2C solutions. Buyers and their internal customers are guided through the competitive tendering process. 4. MONITOR is a survey-based project quality and performance tracking system. By continuously collecting feedback from all stakeholders, risks are identified before they become actual problems. 5. APALYTICS consolidates all data ever exchanged via the apadua platform in one place. This enables a wide range of analyses, such as benchmarks, cost structures, target prices and team compositions. The ProcureTech scaleup from Cologne, Germany is a trusted partner of global enterprise clients including ABB, AXA, Covestro, dormaka, and GEA.","Administrative Services, Information Technology, Internet Services, Other, Professional Services, Software",2,11-50,"Gregory N. Vider, Markus Sinz",1,Seed,2023-01-20,600000,USD,600000,Angel,600000,USD,600000,Angel,600000,USD,600000,600000,USD,600000,"Martina Pfeifer, Manuel Mueller, Michala Rudorfer, Christian Portz, Holger Felgner",,7,,,,,,,,,,,,,,Private,,,,,,,,,,,
Alvalux Medical,https://www.crunchbase.com/organization/alvalux-medical,Active,,"CRM, Fitness, Health Care, Information Technology, Sports","Liège, Liege, Belgium","Alvalux aims to be a global leader in smart, wearable, energized, micro-technologies for personalized health.    ","1,184,461","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-11-01,month,,,,,For Profit,http://www.alvalux.com,,,https://www.linkedin.com/company/alvalux,,"Health Care, Information Technology, Sales and Marketing, Software, Sports",1,1-10,Michel Alvarez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Physiosense GmbH,https://www.crunchbase.com/organization/physiosense-gmbh,Closed,,"Analytics, Enterprise Software, Software","Aachen, Nordrhein-Westfalen, Germany","Physiosense digitizes product interfaces, analyzes the resulting data and integrates the system solution into the respective application.","1,805,670","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2016-11-01,month,,,,none,For Profit,https://www.physiosense.de/,,,https://www.linkedin.com/company/physiosense/,"Physiosense GmbH digitizes product interfaces, analyzes the resulting data using algorithms and integrates the system solution into the respective application - from feasibility to series production.","Data and Analytics, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
FTR4H,https://www.crunchbase.com/organization/ftr4h,Active,,"Health Care, Information Technology","Düsseldorf, Nordrhein-Westfalen, Germany",FTR4H is a global Think Tank which explores how Digital Transformation effects the healthcare industry. FTR4H is powered by MEDICA,"3,601,103","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2016-11-01,month,,,,,For Profit,http://www.ftr4h.org,https://www.twitter.com/ftr4h,https://www.facebook.com/ftr4h,https://www.linkedin.com/company/ftr4h,,"Health Care, Information Technology",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
clicmagneetbril.nl,https://www.crunchbase.com/organization/clicmagneetbril-nl,Active,,"E-Commerce, Eyewear, Retail","Roermond, Limburg, The Netherlands",clicmagneetbril.nl is an e-commerce store for eye-ware products.,"2,588,639","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-10-27,day,,,,,For Profit,https://www.clicmagneetbril.nl,,https://www.facebook.com/clicmagneetbril/,,,"Commerce and Shopping, Consumer Goods",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Fieppie,https://www.crunchbase.com/organization/fieppie,Active,,"Children, Consumer Goods, E-Commerce, Handmade","Nieuwstadt, Limburg, The Netherlands",Fieppie sells handmade clothes on the web for children.,"2,156,265","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-10-10,day,,,,,For Profit,https://www.fieppie.nl,,https://www.facebook.com/Fieppie.nl,,,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Asbestshop,https://www.crunchbase.com/organization/asbestshop,Active,,"Delivery, E-Commerce, Waste Management","Ittervoort, Limburg, The Netherlands",Asbestshop is an online store that offers products to remove asbestos materials as well as provides safety masks and clothing items.,"1,162,456","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-10-05,day,,,,,For Profit,http://www.asbestshop.nl,,https://www.facebook.com/Asbestshop/,https://www.linkedin.com/company/asbestshop/,,"Administrative Services, Commerce and Shopping, Sustainability",2,1-10,"Hans Peeters, Robert Peeters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Pottsalat,https://www.crunchbase.com/organization/pottsalat,Active,,"Food and Beverage, Food Delivery, Franchise, Last Mile Transportation","Essen, Nordrhein-Westfalen, Germany",Pottsalat provides delivery service intended to deliver freshly prepared salads and bowls.,"70,054","European Union (EU), Europe, Middle East, and Africa (EMEA)",45144,$10M to $50M,2016-10-01,month,,,,,For Profit,https://pottsalat.de/,,https://www.facebook.com/pottsalat,https://www.linkedin.com/company/pottsalat/,"Pottsalatt solely offers online delivery. The ordering procedure has been totally computerized to ensure the successful coordination of orders. For online orders, the company accepts PayPal, Klarna Sofortüberweisung, credit card, Apple Pay, Google Pay, and payment on account with Mondu.","Food and Beverage, Other, Transportation",3,51-100,"Alexandra Künne, Ben Küstner, Pia Gerigk",5,,2024-09-10,2000000,EUR,2204066,Undisclosed,2000000,EUR,2204066,Undisclosed,7000000,EUR,7838097,7000000,EUR,7838097,"kopa ventures, Dirk Schneider, Matthias Willenbacher, Hans Limmer",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Josephine's,https://www.crunchbase.com/organization/josephine-s,Active,,"Delivery Service, E-Commerce, Flowers","Hasselt, Limburg, Belgium",Josephine's specializes in all different varieties and sizes of flowers for commercial as well as private use.,"1,312,288","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2016-10-01,day,,,,,For Profit,http://www.josephinethomas.be,,,,,"Commerce and Shopping, Consumer Goods, Transportation",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
E2 Venture Capital,https://www.crunchbase.com/organization/e2-venture-capital,Active,,Venture Capital,"Düsseldorf, Nordrhein-Westfalen, Germany","VC Company of Alexander and Phillip Eissing, for seed and angel investments in high potential start-ups","1,914,803","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2016-10-01,month,,,,,For Profit,,,,,,"Financial Services, Lending and Investments",1,,Phillip Eissing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
schnupperkurs.de,https://www.crunchbase.com/organization/schnupperkurs-de,Active,,"Facilities Support Services, Fitness, Internet, Recreation, Sports, Wellness","Düsseldorf, Nordrhein-Westfalen, Germany",Schnupperkurs.de allows users to easily request a trial or entry-level offer at any sports providers.,"2,658,246","European Union (EU), Europe, Middle East, and Africa (EMEA)",40221,,2016-10-01,month,,,,,For Profit,https://www.schnupperkurs.de/,,https://www.facebook.com/schnupperkurs.de/,,"Schnupperkurs.de allows users to easily request a trial or entry-level offer at any sports providers. The company provides an overview, incentives for every kind of hobby,and convey directly between the interested party and the leisure facilities, simplifying access to the sports clubs. Schnupperkurs.de is a search engine for sports and fitness courses. The courses offered on the website come directly from studios, sports clubs, and course providers in an area. Users decide which offer suits best and ask the course with two clicks directly at the sports provider. This will contact users and give all the information personally. The company is founded in October 2016 and is headquartered in Düsseldorf, Germany.","Administrative Services, Health Care, Internet Services, Sports",1,1-10,Timo Büssemaker,1,Seed,2018-08-30,,,,Seed,,,,Seed,,,,,,,1stMOVER,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Allspotson,https://www.crunchbase.com/organization/allspotson,Active,,"E-Commerce, Retail, Shopping","Sittard, Limburg, The Netherlands","Allspotson is an online shop that provides phone cases, tablet cases and accessories.","3,082,426","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-10-01,day,,,,,For Profit,https://www.allspotson.com/,,,,,Commerce and Shopping,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Peetje’s Favorieten,https://www.crunchbase.com/organization/peetje-s-favorieten,Active,,"E-Commerce, Fashion, Sales","Beek, Limburg, The Netherlands",Peetje’s Favorieten is an e-commerce store for fashion acessories.,"3,155,741","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-10-01,day,,,,,For Profit,https://peetjesfavorieten.nl/,,https://www.facebook.com/peetjesfavorieten.nl/,,,"Clothing and Apparel, Commerce and Shopping, Design, Sales and Marketing",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Strappy,https://www.crunchbase.com/organization/strappy,Active,,"Consumer Goods, E-Commerce, Fashion","Venlo, Limburg, The Netherlands",Strappy is an online store for sunglasses straps.,"3,714,225","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-10-01,day,,,,,For Profit,https://www.strappystore.com/,,,,,"Clothing and Apparel, Commerce and Shopping, Consumer Goods, Design",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
HOOG.design NL,https://www.crunchbase.com/organization/hoog-design-nl,Active,,"E-Commerce, Home Decor, Publishing","Weert, Limburg, The Netherlands",HOOG.design NL is an online inspiration platform for luxury living & garden inspiration.,"2,002,681","European Union (EU), Europe, Middle East, and Africa (EMEA)",6001 GJ,Less than $1M,2016-09-30,day,,,,,For Profit,http://www.hoog.design,,https://www.facebook.com/HOOG.design.inspiratieplatform/,https://www.linkedin.com/company/hoog.-exclusieve-woon-&-tuininspiratie/,,"Commerce and Shopping, Content and Publishing, Media and Entertainment, Real Estate",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Rezzonation,https://www.crunchbase.com/organization/rezzonation,Active,,"Digital Entertainment, Music, Music Streaming, Software, Ticketing, Travel, Video Streaming","Weert, Limburg, The Netherlands",Interactive Entertainment platform with the ONE app.,"208,471","European Union (EU), Europe, Middle East, and Africa (EMEA)",600 HT,Less than $1M,2016-09-22,day,,,,,For Profit,https://www.rezzonation.com,https://twitter.com/rezzonation,https://www.facebook.com/Rezzonation-106549508035565,https://www.linkedin.com/company/rezzonation/,"Interactive entertainment platform, music-, video- & event streaming, live interaction, infinite Tune In, On Board- & manage fanbase, Artists, Labels, AR, VR, MR,","Content and Publishing, Events, Internet Services, Media and Entertainment, Music and Audio, Software, Travel and Tourism, Video",4,1-10,"Anthony Slack, Eric Derckx, Sander Weegels, VHA Legal",1,Seed,2017-06-01,365000,USD,365000,Pre-Seed,365000,USD,365000,Pre-Seed,365000,USD,365000,365000,USD,365000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Airsoftlipo,https://www.crunchbase.com/organization/airsoftlipo,Active,,"E-Commerce, Electronics, Sales","Maasbracht, Limburg, The Netherlands",Airsoftlipo is an e-commerce store for outdoor equipment.,"3,641,043","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-09-21,day,,,,,For Profit,https://www.airsoftlipo.com/,,https://www.facebook.com/Airsoftlipo,https://www.linkedin.com/company/airsoftlipo,,"Commerce and Shopping, Consumer Electronics, Hardware, Sales and Marketing",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
MondoThè,https://www.crunchbase.com/organization/mondothè,Active,,"Information Services, Media and Entertainment, News, Tea","Venlo, Limburg, The Netherlands",MondoThè is a multimedia platform that provides information about tea.,"3,680,967","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-09-20,day,,,,,For Profit,http://www.infothe.it/,https://twitter.com/MondoThe,https://www.facebook.com/MondoThe/,,,"Content and Publishing, Food and Beverage, Information Technology, Media and Entertainment",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Verfprojecten.nl,https://www.crunchbase.com/organization/verfprojecten-nl,Active,,"E-Commerce, Sales, Textiles","Roermond, Limburg, The Netherlands",Verfprojecten.nl is an e-commerce shop for paint products.,"2,956,742","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-09-05,day,,,,,For Profit,https://www.verfprojecten.nl/,,https://www.facebook.com/verfprojecten.nl,,,"Commerce and Shopping, Manufacturing, Sales and Marketing",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Aerosint,https://www.crunchbase.com/organization/aerosint,Active,,"3D Printing, Hardware, Machinery Manufacturing, Precious Metals","Liège, Liege, Belgium",Aerosint invented a unique selective powder recoater enabling multimaterial 3D printing.,"133,306","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-09-01,month,2021-07-12,day,,,For Profit,http://www.aerosint.com,https://twitter.com/aerosint,,https://www.linkedin.com/company/aerosint/,Aerosint invented a unique selective powder recoating technology.    The Aerosint patterning drums selectively deposit fine powder voxels line by line. The result is a powder layer composed of more than one powder ready for sintering.  Multimaterial 3D printing can be achieved by successively sintering the different powders that compose each layer.,"Hardware, Manufacturing, Natural Resources",2,11-50,"Edouard Moens de Hase, Matthias Hick",2,M&A,2019-01-01,71429,EUR,81868,Grant,300000,EUR,318270,Seed,300000,EUR,318270,371429,EUR,400138,"EASME, Meusinvest (Noshaq), Innovation Fund",1,3,,Was Acquired,Aerosint acquired by Desktop Metal,https://www.crunchbase.com/acquisition/desktop-metal-acquires-aerosint--b468c3e8,Desktop Metal,https://www.crunchbase.com/organization/desktop-metal,2021-07-12,day,,,,Acquisition,,Private,,,,,,,,,,,
Internet of Voice,https://www.crunchbase.com/organization/internet-of-voice,Active,,"Artificial Intelligence (AI), Digital Entertainment, Digital Marketing, Digital Media, Human Computer Interaction, Internet of Things, Software, Software Engineering, Virtual Assistant, Web Development","Cologne, Nordrhein-Westfalen, Germany","Experts, Consulting, Software and Products for intelligent Digital Voice Assistents","2,259,008","European Union (EU), Europe, Middle East, and Africa (EMEA)",50858,,2016-09-01,month,,,,,For Profit,https://internet-of-voice.de,,https://www.facebook.com/internetofvoice/,,"Full know how service provider and manufacturer for digital voice asisstents like Amazon Alexa, Google Assistent, Apple Siri and more...","Artificial Intelligence (AI), Data and Analytics, Design, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",1,1-10,Robert C. Mendez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
nexzz.nl,https://www.crunchbase.com/organization/nexzz-nl,Active,,"Consumer Goods, E-Commerce, Pet","Panningen, Limburg, The Netherlands",nexzz.nl sells collar and belt products on the web for pets.,"3,301,914","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-09-01,day,,,,,For Profit,https://www.nexzz.nl,,https://www.facebook.com/windhondenhalsbanden/,,,"Commerce and Shopping, Community and Lifestyle, Consumer Goods",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mealmatch GmbH,https://www.crunchbase.com/organization/mealmatch-gmbh,Active,,"Apps, Food and Beverage, Hospitality, Mobile Apps, Travel","Cologne, Nordrhein-Westfalen, Germany",Mealmatch connects people at a joint Meal - in restaurants and private environments.,"446,680","European Union (EU), Europe, Middle East, and Africa (EMEA)",50968,,2016-08-29,day,,,,,For Profit,https://mealmatch.de/,https://www.twitter.com/mealmatchapp,https://www.facebook.com/mealmatchme/,https://www.linkedin.com/company/18304180,,"Apps, Food and Beverage, Mobile, Software, Travel and Tourism",3,1-10,"Danny Laker, Olaf Steinebach, Thomas Fiedler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
Scedule,https://www.crunchbase.com/organization/scedule,Active,,"Collaboration, Enterprise, Information Technology, Meeting Software, Productivity Tools, SaaS, Scheduling, Software","Köln, Nordrhein-Westfalen, Germany",Scedule is a SaaS platform that directs and governs scheduling processes for the benefit of a company’s business and productivity.,"1,996,186","European Union (EU), Europe, Middle East, and Africa (EMEA)",50933,,2016-08-26,day,,,,,For Profit,https://www.scedule.com,,,https://www.linkedin.com/company/scedule,"Everyone is talking about collaboration, nobody about how it is organised. However, the way you plan collaboration is decisive for its productivity. Scedule is not the next scheduling tool. It's a SaaS platform that directs and governs scheduling processes for the benefit of a company’s business and productivity. Companies have numerous tools to manage data and processes. But they don't have any tool to manage and prioritise the organisation's time. When which group of participants works together on which topic is controlled exclusively by structural specifications. We are convinced that in a knowledge-driven economy, the use of time to create value must be digitised and automated. Therefor Scedule goes beyond the known scope of scheduling tools: A smart algorithm identifies meaningful date proposals that take into account specific business preferences. Resource bookings in linked groupware are made automatically and in advance according to the schedule. The Scedule API enables the integration of ready-to-use applications into company-specific collaboration tools. And meeting-related workflows are automated based on company specific rules and in terms of productivity.","Information Technology, Messaging and Telecommunications, Other, Software",,1-10,,1,,2017-06-04,,,,Non-equity Assistance,,,,,,,,,,,VentureOut,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,3
TopDobbers,https://www.crunchbase.com/organization/topdobbers,Active,,"E-Commerce, Retail, Sporting Goods","Weert, Limburg, The Netherlands",TopDobbers is an online marketplace that provides floats for fishing.,"3,659,421","European Union (EU), Europe, Middle East, and Africa (EMEA)",,Less than $1M,2016-08-23,day,,,,,For Profit,https://www.topdobbers.nl/,,https://www.facebook.com/Topdobbers/,,,"Commerce and Shopping, Sports",,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
